Species;survey;year;mean_number_pr_haul
Raja montagui;FR-CGFS;2011;0.06122449
Raja montagui;FR-CGFS;2012;0.034482759
Raja montagui;FR-CGFS;2013;0.061797753
Raja montagui;FR-CGFS;2014;0.095744681
Raja montagui;FR-CGFS;2015;0.134246575
Raja montagui;FR-CGFS;2016;0.082191781
Raja montagui;FR-CGFS;2017;0.378787879
Raja montagui;FR-CGFS;2018;0.0625
Raja montagui;NIGFS;2006;0
Raja montagui;NIGFS;2007;0
Raja montagui;NIGFS;2008;1.271014813
Raja montagui;NIGFS;2009;1.496529395
Raja montagui;NIGFS;2010;2.534045169
Raja montagui;NIGFS;2011;1.706708295
Raja montagui;NIGFS;2012;1.293053966
Raja montagui;NIGFS;2013;2.073387767
Raja montagui;NIGFS;2014;3.722522942
Raja montagui;NIGFS;2015;4.184998048
Raja montagui;NIGFS;2016;4.158275031
Raja montagui;NIGFS;2017;7.866950806
Raja montagui;NS-IBTS1;1965;0
Raja montagui;NS-IBTS1;1966;0
Raja montagui;NS-IBTS1;1967;0
Raja montagui;NS-IBTS1;1968;0
Raja montagui;NS-IBTS1;1969;0.01754386
Raja montagui;NS-IBTS1;1970;0
Raja montagui;NS-IBTS1;1971;0.036134454
Raja montagui;NS-IBTS1;1972;0.005102041
Raja montagui;NS-IBTS1;1973;0.015406163
Raja montagui;NS-IBTS1;1974;0.022522523
Raja montagui;NS-IBTS1;1975;0
Raja montagui;NS-IBTS1;1976;0.091269841
Raja montagui;NS-IBTS1;1977;0.015337423
Raja montagui;NS-IBTS1;1978;0.11827957
Raja montagui;NS-IBTS1;1979;0.002673797
Raja montagui;NS-IBTS1;1980;0.025316456
Raja montagui;NS-IBTS1;1981;0
Raja montagui;NS-IBTS1;1982;0.09929078
Raja montagui;NS-IBTS1;1983;0.110465116
Raja montagui;NS-IBTS1;1984;0.154255319
Raja montagui;NS-IBTS1;1985;0.198113208
Raja montagui;NS-IBTS1;1986;0.14354067
Raja montagui;NS-IBTS1;1987;0.041262136
Raja montagui;NS-IBTS1;1988;0.056497175
Raja montagui;NS-IBTS1;1989;0.146907217
Raja montagui;NS-IBTS1;1990;0.125730994
Raja montagui;NS-IBTS1;1991;0.958762887
Raja montagui;NS-IBTS1;1992;0.179621849
Raja montagui;NS-IBTS1;1993;0.171348315
Raja montagui;NS-IBTS1;1994;0.138888889
Raja montagui;NS-IBTS1;1995;0.337748344
Raja montagui;NS-IBTS1;1996;0.130136986
Raja montagui;NS-IBTS1;1997;0.47826087
Raja montagui;NS-IBTS1;1998;0.132596685
Raja montagui;NS-IBTS1;1999;0.097560976
Raja montagui;NS-IBTS1;2000;0.1
Raja montagui;NS-IBTS1;2001;0.096412556
Raja montagui;NS-IBTS1;2002;0.229291733
Raja montagui;NS-IBTS1;2003;0.249838188
Raja montagui;NS-IBTS1;2004;0.206185816
Raja montagui;NS-IBTS1;2005;0.284251131
Raja montagui;NS-IBTS1;2006;0.108154122
Raja montagui;NS-IBTS1;2007;0.323576916
Raja montagui;NS-IBTS1;2008;0.621586732
Raja montagui;NS-IBTS1;2009;0.414554673
Raja montagui;NS-IBTS1;2010;0.562565206
Raja montagui;NS-IBTS1;2011;0.439725437
Raja montagui;NS-IBTS1;2012;0.804898742
Raja montagui;NS-IBTS1;2013;0.718862555
Raja montagui;NS-IBTS1;2014;0.700325261
Raja montagui;NS-IBTS1;2015;0.750153054
Raja montagui;NS-IBTS1;2016;0.699958012
Raja montagui;NS-IBTS1;2017;0.630287858
Raja montagui;NS-IBTS1;2018;0.630481655
Raja montagui;NS-IBTS3;1991;0.10198123
Raja montagui;NS-IBTS3;1992;0.132092199
Raja montagui;NS-IBTS3;1993;0.167222222
Raja montagui;NS-IBTS3;1994;0.246162928
Raja montagui;NS-IBTS3;1995;0.050420168
Raja montagui;NS-IBTS3;1996;0.115384615
Raja montagui;NS-IBTS3;1997;0.004201681
Raja montagui;NS-IBTS3;1998;0.097014925
Raja montagui;NS-IBTS3;1999;0.203488372
Raja montagui;NS-IBTS3;2000;0.011235955
Raja montagui;NS-IBTS3;2001;0.044585987
Raja montagui;NS-IBTS3;2002;0.038709677
Raja montagui;NS-IBTS3;2003;0.041353384
Raja montagui;NS-IBTS3;2004;0.049500998
Raja montagui;NS-IBTS3;2005;0.158336537
Raja montagui;NS-IBTS3;2006;0.14787958
Raja montagui;NS-IBTS3;2007;0.252519524
Raja montagui;NS-IBTS3;2008;0.142257852
Raja montagui;NS-IBTS3;2009;0.417538968
Raja montagui;NS-IBTS3;2010;0.364757311
Raja montagui;NS-IBTS3;2011;0.500071466
Raja montagui;NS-IBTS3;2012;0.519331671
Raja montagui;NS-IBTS3;2013;0.441982273
Raja montagui;NS-IBTS3;2014;0.506072202
Raja montagui;NS-IBTS3;2015;0.261815476
Raja montagui;NS-IBTS3;2016;0.51328716
Raja montagui;NS-IBTS3;2017;0.380711907
Raja montagui;NS-IBTS3;2018;0.634117635
Raja montagui;PT-IBTS;2002;0
Raja montagui;PT-IBTS;2003;0.333333333
Raja montagui;PT-IBTS;2004;0.230769231
Raja montagui;PT-IBTS;2005;0.063380282
Raja montagui;PT-IBTS;2006;0.030769231
Raja montagui;PT-IBTS;2007;0.025974026
Raja montagui;PT-IBTS;2008;0.107142857
Raja montagui;PT-IBTS;2009;0.052631579
Raja montagui;PT-IBTS;2010;0.042857143
Raja montagui;PT-IBTS;2011;0.046153846
Raja montagui;PT-IBTS;2013;0.027027027
Raja montagui;PT-IBTS;2014;0.120967742
Raja montagui;PT-IBTS;2015;0.227777778
Raja montagui;PT-IBTS;2016;0.174242424
Raja montagui;PT-IBTS;2017;0.147058824
Raja montagui;SP-NORTH;1990;0.224363426
Raja montagui;SP-NORTH;1991;0.066666667
Raja montagui;SP-NORTH;1992;0.180685674
Raja montagui;SP-NORTH;1994;0.312088274
Raja montagui;SP-NORTH;1997;0.418478261
Raja montagui;SP-NORTH;2001;1.580787752
Raja montagui;SP-NORTH;2002;0.657142209
Raja montagui;SP-NORTH;2003;0.616661338
Raja montagui;SP-NORTH;2004;0.663908465
Raja montagui;SP-NORTH;2005;0.837469753
Raja montagui;SP-NORTH;2006;0.763130644
Raja montagui;SP-NORTH;2007;0.913849853
Raja montagui;SP-NORTH;2008;0.354800215
Raja montagui;SP-NORTH;2009;0.466133484
Raja montagui;SP-NORTH;2010;0.547595604
Raja montagui;SP-NORTH;2011;0.436106246
Raja montagui;SP-NORTH;2012;0.632399206
Raja montagui;SP-NORTH;2013;0.990776202
Raja montagui;SP-NORTH;2014;1.292978332
Raja montagui;SP-NORTH;2015;1.04762633
Raja montagui;SP-NORTH;2016;1.019793604
Raja montagui;SP-NORTH;2017;1.325018779
Raja montagui;SP-NORTH;2018;1.316184622
Raja montagui;SWC-IBTS1;1985;1.047169811
Raja montagui;SWC-IBTS1;1986;1.828571429
Raja montagui;SWC-IBTS1;1987;0.778520684
Raja montagui;SWC-IBTS1;1988;0.193181818
Raja montagui;SWC-IBTS1;1989;0.243243243
Raja montagui;SWC-IBTS1;1990;0.571204721
Raja montagui;SWC-IBTS1;1991;0.269509476
Raja montagui;SWC-IBTS1;1992;0.973726379
Raja montagui;SWC-IBTS1;1993;0.984815487
Raja montagui;SWC-IBTS1;1994;0.997940219
Raja montagui;SWC-IBTS1;1995;0.429112554
Raja montagui;SWC-IBTS1;1996;0.346457607
Raja montagui;SWC-IBTS1;1997;0.87731241
Raja montagui;SWC-IBTS1;1998;0.408119658
Raja montagui;SWC-IBTS1;1999;0.529166667
Raja montagui;SWC-IBTS1;2000;1.027044652
Raja montagui;SWC-IBTS1;2001;1.066287879
Raja montagui;SWC-IBTS1;2002;1.601380484
Raja montagui;SWC-IBTS1;2003;1.207134929
Raja montagui;SWC-IBTS1;2004;0.406504065
Raja montagui;SWC-IBTS1;2005;0.853276353
Raja montagui;SWC-IBTS1;2006;0.76510989
Raja montagui;SWC-IBTS1;2007;1.630773052
Raja montagui;SWC-IBTS1;2008;1.394555916
Raja montagui;SWC-IBTS1;2009;1.802202108
Raja montagui;SWC-IBTS1;2010;2.083121328
Raja montagui;SWC-IBTS1;2011;1.687037037
Raja montagui;SWC-IBTS1;2012;1.990941599
Raja montagui;SWC-IBTS1;2013;1.780869303
Raja montagui;SWC-IBTS1;2014;2.818723924
Raja montagui;SWC-IBTS1;2015;3.404822929
Raja montagui;SWC-IBTS1;2016;2.421800554
Raja montagui;SWC-IBTS1;2017;0.409688013
Raja montagui;SWC-IBTS1;2018;4.55566688
Raja montagui;SWC-IBTS4;1990;0.522727273
Raja montagui;SWC-IBTS4;1991;1.78125
Raja montagui;SWC-IBTS4;1992;2.875
Raja montagui;SWC-IBTS4;1993;1.252678571
Raja montagui;SWC-IBTS4;1994;0.855555556
Raja montagui;SWC-IBTS4;1995;0.055555556
Raja montagui;SWC-IBTS4;1996;0.394052974
Raja montagui;SWC-IBTS4;1997;0.343253968
Raja montagui;SWC-IBTS4;1998;1.148807075
Raja montagui;SWC-IBTS4;1999;0.938461539
Raja montagui;SWC-IBTS4;2000;1.036884058
Raja montagui;SWC-IBTS4;2001;0.564451827
Raja montagui;SWC-IBTS4;2002;1.202793308
Raja montagui;SWC-IBTS4;2003;1.283241758
Raja montagui;SWC-IBTS4;2004;0.867323481
Raja montagui;SWC-IBTS4;2005;1.452380952
Raja montagui;SWC-IBTS4;2006;0.811486292
Raja montagui;SWC-IBTS4;2007;1.896474057
Raja montagui;SWC-IBTS4;2008;1.199890531
Raja montagui;SWC-IBTS4;2009;1.711431595
Raja montagui;SWC-IBTS4;2011;1.810068793
Raja montagui;SWC-IBTS4;2012;2.566557621
Raja montagui;SWC-IBTS4;2014;1.240740741
Raja montagui;SWC-IBTS4;2015;4.449280279
Raja montagui;SWC-IBTS4;2016;2.52069485
Raja montagui;SWC-IBTS4;2017;3.336775967
Raja montagui;SWC-IBTS4;2018;3.384416532
Raja undulata;BTS;1996;0.14893617
Raja undulata;BTS;1997;1
Raja undulata;BTS;1998;0.063829787
Raja undulata;BTS;1999;0.06741573
Raja undulata;BTS;2000;0.143939394
Raja undulata;BTS;2001;0.057692308
Raja undulata;BTS;2002;0.03960396
Raja undulata;BTS;2003;0.054347826
Raja undulata;BTS;2004;0.049316696
Raja undulata;BTS;2005;0.086805556
Raja undulata;BTS;2006;0
Raja undulata;BTS;2007;0
Raja undulata;BTS;2008;0.070588235
Raja undulata;BTS;2009;0.09271978
Raja undulata;BTS;2010;0.032258065
Raja undulata;BTS;2011;0.114942529
Raja undulata;BTS;2012;0.104651163
Raja undulata;BTS;2013;0.091954023
Raja undulata;BTS;2014;0.19890055
Raja undulata;BTS;2015;0.176355422
Raja undulata;BTS;2016;0.111764706
Raja undulata;BTS;2017;0.058823529
Raja undulata;BTS;2018;0.084313726
Raja undulata;BTSVIII;2011;0.012028869
Raja undulata;BTSVIII;2012;0.134607726
Raja undulata;BTSVIII;2013;0.101736973
Raja undulata;BTSVIII;2014;0.11143695
Raja undulata;BTSVIII;2015;0
Raja undulata;BTSVIII;2016;0.079556045
Raja undulata;BTSVIII;2017;0.079854809
Raja undulata;FR-CGFS;1988;0.045820896
Raja undulata;FR-CGFS;1989;0.033333333
Raja undulata;FR-CGFS;1990;0.088235294
Raja undulata;FR-CGFS;1991;0.027027027
Raja undulata;FR-CGFS;1992;0.048679245
Raja undulata;FR-CGFS;1993;0
Raja undulata;FR-CGFS;1994;0.088607595
Raja undulata;FR-CGFS;1995;0.032051282
Raja undulata;FR-CGFS;1996;0.02
Raja undulata;FR-CGFS;1997;0.091139241
Raja undulata;FR-CGFS;1998;0.125972222
Raja undulata;FR-CGFS;1999;0.04494382
Raja undulata;FR-CGFS;2000;0.034090909
Raja undulata;FR-CGFS;2001;0.042105263
Raja undulata;FR-CGFS;2002;0.061363636
Raja undulata;FR-CGFS;2003;0.057921348
Raja undulata;FR-CGFS;2004;0.054216868
Raja undulata;FR-CGFS;2005;0.069306931
Raja undulata;FR-CGFS;2006;0.010638298
Raja undulata;FR-CGFS;2007;0.060240964
Raja undulata;FR-CGFS;2008;0.021978022
Raja undulata;FR-CGFS;2009;0.051136364
Raja undulata;FR-CGFS;2010;0.078947368
Raja undulata;FR-CGFS;2011;0.065217391
Raja undulata;FR-CGFS;2012;0.185185185
Raja undulata;FR-CGFS;2013;0.162698413
Raja undulata;FR-CGFS;2014;0.264539007
Raja undulata;FR-CGFS;2015;0.575055673
Raja undulata;FR-CGFS;2016;0.698010437
Raja undulata;FR-CGFS;2017;0.621212121
Raja undulata;FR-CGFS;2018;0.623287671
Scophthalmus rhombus;BITSS1;1996;0.693333333
Scophthalmus rhombus;BITSS1;1997;0.1
Scophthalmus rhombus;BITSS1;1998;0.045454546
Scophthalmus rhombus;BITSS1;1999;0.234042553
Scophthalmus rhombus;BITSS1;2000;0.294117647
Scophthalmus rhombus;BITSS1;2001;0.178217822
Scophthalmus rhombus;BITSS1;2002;0.316326531
Scophthalmus rhombus;BITSS1;2003;0.301075269
Scophthalmus rhombus;BITSS1;2004;0.427083333
Scophthalmus rhombus;BITSS1;2005;0.358695652
Scophthalmus rhombus;BITSS1;2006;1.244680851
Scophthalmus rhombus;BITSS1;2007;0.551648352
Scophthalmus rhombus;BITSS1;2008;0.697916667
Scophthalmus rhombus;BITSS1;2009;0.484042553
Scophthalmus rhombus;BITSS1;2010;0.835051546
Scophthalmus rhombus;BITSS1;2011;1.51
Scophthalmus rhombus;BITSS1;2012;0.497916667
Scophthalmus rhombus;BITSS1;2013;0.616161616
Scophthalmus rhombus;BITSS1;2014;0.708737864
Scophthalmus rhombus;BITSS1;2015;0.772277228
Scophthalmus rhombus;BITSS1;2016;0.711711712
Scophthalmus rhombus;BITSS1;2017;1.184466019
Scophthalmus rhombus;BITSS1;2018;0.46728972
Scophthalmus rhombus;BITSS4;1999;0.789473684
Scophthalmus rhombus;BITSS4;2000;0.08
Scophthalmus rhombus;BITSS4;2001;0.505747126
Scophthalmus rhombus;BITSS4;2002;0.462365591
Scophthalmus rhombus;BITSS4;2003;0.536842105
Scophthalmus rhombus;BITSS4;2004;0.836956522
Scophthalmus rhombus;BITSS4;2005;0.81443299
Scophthalmus rhombus;BITSS4;2006;1.244444444
Scophthalmus rhombus;BITSS4;2007;1.21443299
Scophthalmus rhombus;BITSS4;2008;1.078431373
Scophthalmus rhombus;BITSS4;2009;1.044554455
Scophthalmus rhombus;BITSS4;2010;1.588888889
Scophthalmus rhombus;BITSS4;2011;1.178217822
Scophthalmus rhombus;BITSS4;2012;0.609375
Scophthalmus rhombus;BITSS4;2013;0.871818182
Scophthalmus rhombus;BITSS4;2014;1.338811881
Scophthalmus rhombus;BITSS4;2015;1.282828283
Scophthalmus rhombus;BITSS4;2016;1.206018519
Scophthalmus rhombus;BITSS4;2017;0.936055091
Scophthalmus rhombus;BITSS4;2018;2.071428571
Scophthalmus rhombus;BTS;1996;0.360312043
Scophthalmus rhombus;BTS;1997;1.609955489
Scophthalmus rhombus;BTS;1998;0.435299113
Scophthalmus rhombus;BTS;1999;0.340836335
Scophthalmus rhombus;BTS;2000;0.649885584
Scophthalmus rhombus;BTS;2001;0.328323994
Scophthalmus rhombus;BTS;2002;0.340504912
Scophthalmus rhombus;BTS;2003;0.429010823
Scophthalmus rhombus;BTS;2004;0.286170315
Scophthalmus rhombus;BTS;2005;0.257130609
Scophthalmus rhombus;BTS;2006;0.373129634
Scophthalmus rhombus;BTS;2007;0.582411274
Scophthalmus rhombus;BTS;2008;0.36443787
Scophthalmus rhombus;BTS;2009;0.45712486
Scophthalmus rhombus;BTS;2010;0.533530619
Scophthalmus rhombus;BTS;2011;0.667087878
Scophthalmus rhombus;BTS;2012;0.399311735
Scophthalmus rhombus;BTS;2013;0.383429329
Scophthalmus rhombus;BTS;2014;0.609771959
Scophthalmus rhombus;BTS;2015;0.685527622
Scophthalmus rhombus;BTS;2016;0.407651072
Scophthalmus rhombus;BTS;2017;0.369554401
Scophthalmus rhombus;BTS;2018;0.343505347
Scophthalmus rhombus;BTSVIII;2011;0.107990532
Scophthalmus rhombus;BTSVIII;2012;0.013333333
Scophthalmus rhombus;BTSVIII;2013;0.084792627
Scophthalmus rhombus;BTSVIII;2014;0.055555556
Scophthalmus rhombus;BTSVIII;2015;0
Scophthalmus rhombus;BTSVIII;2016;0.033370412
Scophthalmus rhombus;BTSVIII;2017;0.063577586
Scophthalmus rhombus;DYFS;2002;0.17037037
Scophthalmus rhombus;DYFS;2003;0.291814947
Scophthalmus rhombus;DYFS;2004;0.155555556
Scophthalmus rhombus;DYFS;2005;0.397435897
Scophthalmus rhombus;DYFS;2006;0.113333333
Scophthalmus rhombus;DYFS;2007;0.116504854
Scophthalmus rhombus;DYFS;2008;0.420963652
Scophthalmus rhombus;DYFS;2009;0.182509506
Scophthalmus rhombus;DYFS;2010;0.290691887
Scophthalmus rhombus;DYFS;2011;0.193461793
Scophthalmus rhombus;DYFS;2012;0.237141252
Scophthalmus rhombus;DYFS;2013;0.275761436
Scophthalmus rhombus;DYFS;2014;0.485858102
Scophthalmus rhombus;DYFS;2015;0.141469595
Scophthalmus rhombus;DYFS;2016;0.231431159
Scophthalmus rhombus;DYFS;2017;0.162469734
Scophthalmus rhombus;DYFS;2018;0.125603865
Scophthalmus rhombus;EVHOE;1997;0.080762251
Scophthalmus rhombus;EVHOE;1998;0.042857143
Scophthalmus rhombus;EVHOE;1999;0.064516129
Scophthalmus rhombus;EVHOE;2000;0
Scophthalmus rhombus;EVHOE;2001;0.049193548
Scophthalmus rhombus;EVHOE;2002;0.027027027
Scophthalmus rhombus;EVHOE;2003;0.05
Scophthalmus rhombus;EVHOE;2004;0
Scophthalmus rhombus;EVHOE;2005;0.02631579
Scophthalmus rhombus;EVHOE;2006;0.073224993
Scophthalmus rhombus;EVHOE;2007;0.042553192
Scophthalmus rhombus;EVHOE;2008;0.12
Scophthalmus rhombus;EVHOE;2009;0.027027027
Scophthalmus rhombus;EVHOE;2010;0.109318996
Scophthalmus rhombus;EVHOE;2011;0.145348837
Scophthalmus rhombus;EVHOE;2012;0.085714286
Scophthalmus rhombus;EVHOE;2013;0
Scophthalmus rhombus;EVHOE;2014;0.050454921
Scophthalmus rhombus;EVHOE;2015;0.115528882
Scophthalmus rhombus;EVHOE;2016;0.038386467
Scophthalmus rhombus;FR-CGFS;1988;0.17
Scophthalmus rhombus;FR-CGFS;1989;0.096153846
Scophthalmus rhombus;FR-CGFS;1990;0.042089552
Scophthalmus rhombus;FR-CGFS;1991;0.014492754
Scophthalmus rhombus;FR-CGFS;1992;0.035087719
Scophthalmus rhombus;FR-CGFS;1993;0.048387097
Scophthalmus rhombus;FR-CGFS;1994;0.053333333
Scophthalmus rhombus;FR-CGFS;1995;0.012820513
Scophthalmus rhombus;FR-CGFS;1996;0.017241379
Scophthalmus rhombus;FR-CGFS;1997;0.073703704
Scophthalmus rhombus;FR-CGFS;1998;0.108108108
Scophthalmus rhombus;FR-CGFS;1999;0.123595506
Scophthalmus rhombus;FR-CGFS;2000;0.045977012
Scophthalmus rhombus;FR-CGFS;2001;0.043010753
Scophthalmus rhombus;FR-CGFS;2002;0.188888889
Scophthalmus rhombus;FR-CGFS;2003;0.116724138
Scophthalmus rhombus;FR-CGFS;2004;0.125361446
Scophthalmus rhombus;FR-CGFS;2005;0.154639175
Scophthalmus rhombus;FR-CGFS;2006;0.225806452
Scophthalmus rhombus;FR-CGFS;2007;0.076923077
Scophthalmus rhombus;FR-CGFS;2008;0.024096386
Scophthalmus rhombus;FR-CGFS;2009;0.120481928
Scophthalmus rhombus;FR-CGFS;2010;0.061338028
Scophthalmus rhombus;FR-CGFS;2011;0.046511628
Scophthalmus rhombus;FR-CGFS;2012;0.077922078
Scophthalmus rhombus;FR-CGFS;2013;0.034883721
Scophthalmus rhombus;FR-CGFS;2014;0.181818182
Scophthalmus rhombus;FR-CGFS;2015;0.112903226
Scophthalmus rhombus;FR-CGFS;2016;0.047619048
Scophthalmus rhombus;FR-CGFS;2017;0.086206897
Scophthalmus rhombus;FR-CGFS;2018;0
Scophthalmus rhombus;IE-IGFS;2011;0.318682796
Scophthalmus rhombus;IE-IGFS;2012;0.234224845
Scophthalmus rhombus;IE-IGFS;2013;0.422701387
Scophthalmus rhombus;IE-IGFS;2014;0.58592881
Scophthalmus rhombus;IE-IGFS;2015;0.751770555
Scophthalmus rhombus;IE-IGFS;2016;0.562875417
Scophthalmus rhombus;IE-IGFS;2017;0.261518923
Scophthalmus rhombus;IE-IGFS;2018;0.729462416
Scophthalmus rhombus;NIGFS;2006;0
Scophthalmus rhombus;NIGFS;2007;0
Scophthalmus rhombus;NIGFS;2008;0.052859147
Scophthalmus rhombus;NIGFS;2009;0.221056591
Scophthalmus rhombus;NIGFS;2010;0.202603957
Scophthalmus rhombus;NIGFS;2011;0.229926649
Scophthalmus rhombus;NIGFS;2012;0.292442121
Scophthalmus rhombus;NIGFS;2013;0.288461539
Scophthalmus rhombus;NIGFS;2014;0.155660377
Scophthalmus rhombus;NIGFS;2015;0.302752294
Scophthalmus rhombus;NIGFS;2016;0.471212121
Scophthalmus rhombus;NIGFS;2017;2.060897436
Scophthalmus rhombus;NS-IBTS1;1965;0
Scophthalmus rhombus;NS-IBTS1;1966;0
Scophthalmus rhombus;NS-IBTS1;1967;0
Scophthalmus rhombus;NS-IBTS1;1968;0
Scophthalmus rhombus;NS-IBTS1;1969;0
Scophthalmus rhombus;NS-IBTS1;1970;0
Scophthalmus rhombus;NS-IBTS1;1971;0.025510204
Scophthalmus rhombus;NS-IBTS1;1972;0.003424658
Scophthalmus rhombus;NS-IBTS1;1973;0.003424658
Scophthalmus rhombus;NS-IBTS1;1974;0.099358974
Scophthalmus rhombus;NS-IBTS1;1975;0.010869565
Scophthalmus rhombus;NS-IBTS1;1976;0.030927835
Scophthalmus rhombus;NS-IBTS1;1977;0.112612613
Scophthalmus rhombus;NS-IBTS1;1978;0.019305019
Scophthalmus rhombus;NS-IBTS1;1979;0.035294118
Scophthalmus rhombus;NS-IBTS1;1980;0.031512605
Scophthalmus rhombus;NS-IBTS1;1981;0.048034935
Scophthalmus rhombus;NS-IBTS1;1982;0.032407407
Scophthalmus rhombus;NS-IBTS1;1983;0.041666667
Scophthalmus rhombus;NS-IBTS1;1984;0.053819444
Scophthalmus rhombus;NS-IBTS1;1985;0.070028011
Scophthalmus rhombus;NS-IBTS1;1986;0.046321526
Scophthalmus rhombus;NS-IBTS1;1987;0.086898396
Scophthalmus rhombus;NS-IBTS1;1988;0.039923954
Scophthalmus rhombus;NS-IBTS1;1989;0.034364261
Scophthalmus rhombus;NS-IBTS1;1990;0.043824701
Scophthalmus rhombus;NS-IBTS1;1991;0.101818182
Scophthalmus rhombus;NS-IBTS1;1992;0.112648221
Scophthalmus rhombus;NS-IBTS1;1993;0.123505976
Scophthalmus rhombus;NS-IBTS1;1994;0.089519651
Scophthalmus rhombus;NS-IBTS1;1995;0.091743119
Scophthalmus rhombus;NS-IBTS1;1996;0.163461539
Scophthalmus rhombus;NS-IBTS1;1997;0.031390135
Scophthalmus rhombus;NS-IBTS1;1998;0.091254753
Scophthalmus rhombus;NS-IBTS1;1999;0.141630901
Scophthalmus rhombus;NS-IBTS1;2000;0.104
Scophthalmus rhombus;NS-IBTS1;2001;0.110544218
Scophthalmus rhombus;NS-IBTS1;2002;0.117437722
Scophthalmus rhombus;NS-IBTS1;2003;0.213754647
Scophthalmus rhombus;NS-IBTS1;2004;0.279835391
Scophthalmus rhombus;NS-IBTS1;2005;0.128514056
Scophthalmus rhombus;NS-IBTS1;2006;0.17755102
Scophthalmus rhombus;NS-IBTS1;2007;0.330472103
Scophthalmus rhombus;NS-IBTS1;2008;0.231404959
Scophthalmus rhombus;NS-IBTS1;2009;0.239678614
Scophthalmus rhombus;NS-IBTS1;2010;0.268030422
Scophthalmus rhombus;NS-IBTS1;2011;0.338443082
Scophthalmus rhombus;NS-IBTS1;2012;0.414301875
Scophthalmus rhombus;NS-IBTS1;2013;0.228420527
Scophthalmus rhombus;NS-IBTS1;2014;0.201851852
Scophthalmus rhombus;NS-IBTS1;2015;0.307359307
Scophthalmus rhombus;NS-IBTS1;2016;0.358371041
Scophthalmus rhombus;NS-IBTS1;2017;0.399889381
Scophthalmus rhombus;NS-IBTS1;2018;0.230414747
Scophthalmus rhombus;NS-IBTS3;1991;0.048387097
Scophthalmus rhombus;NS-IBTS3;1992;0.323045268
Scophthalmus rhombus;NS-IBTS3;1993;0.158227848
Scophthalmus rhombus;NS-IBTS3;1994;0.129186603
Scophthalmus rhombus;NS-IBTS3;1995;0.04375
Scophthalmus rhombus;NS-IBTS3;1996;0.036697248
Scophthalmus rhombus;NS-IBTS3;1997;0.096969697
Scophthalmus rhombus;NS-IBTS3;1998;0.139037433
Scophthalmus rhombus;NS-IBTS3;1999;0.088495575
Scophthalmus rhombus;NS-IBTS3;2000;0.015873016
Scophthalmus rhombus;NS-IBTS3;2001;0.083333333
Scophthalmus rhombus;NS-IBTS3;2002;0.061320755
Scophthalmus rhombus;NS-IBTS3;2003;0.096153846
Scophthalmus rhombus;NS-IBTS3;2004;0.107088989
Scophthalmus rhombus;NS-IBTS3;2005;0.163551402
Scophthalmus rhombus;NS-IBTS3;2006;0.324436494
Scophthalmus rhombus;NS-IBTS3;2007;0.523038106
Scophthalmus rhombus;NS-IBTS3;2008;0.404573188
Scophthalmus rhombus;NS-IBTS3;2009;0.335229293
Scophthalmus rhombus;NS-IBTS3;2010;0.334042902
Scophthalmus rhombus;NS-IBTS3;2011;0.461396644
Scophthalmus rhombus;NS-IBTS3;2012;0.226933773
Scophthalmus rhombus;NS-IBTS3;2013;0.136323256
Scophthalmus rhombus;NS-IBTS3;2014;0.298042129
Scophthalmus rhombus;NS-IBTS3;2015;0.321221198
Scophthalmus rhombus;NS-IBTS3;2016;0.270386266
Scophthalmus rhombus;NS-IBTS3;2017;0.176037736
Scophthalmus rhombus;NS-IBTS3;2018;0.129032258
Scophthalmus rhombus;PT-IBTS;2002;0
Scophthalmus rhombus;PT-IBTS;2003;0
Scophthalmus rhombus;PT-IBTS;2004;0.102564103
Scophthalmus rhombus;PT-IBTS;2005;0.023809524
Scophthalmus rhombus;PT-IBTS;2006;0
Scophthalmus rhombus;PT-IBTS;2007;0.020408163
Scophthalmus rhombus;PT-IBTS;2008;0.023255814
Scophthalmus rhombus;PT-IBTS;2009;0.025531915
Scophthalmus rhombus;PT-IBTS;2010;0.02173913
Scophthalmus rhombus;PT-IBTS;2011;0
Scophthalmus rhombus;PT-IBTS;2013;0.029565217
Scophthalmus rhombus;PT-IBTS;2014;0
Scophthalmus rhombus;PT-IBTS;2015;0
Scophthalmus rhombus;PT-IBTS;2016;0.023255814
Scophthalmus rhombus;PT-IBTS;2017;0.023255814
Scophthalmus rhombus;SNS;2002;0.638297872
Scophthalmus rhombus;SNS;2004;0.285714286
Scophthalmus rhombus;SNS;2005;0.28
Scophthalmus rhombus;SNS;2006;0.64
Scophthalmus rhombus;SNS;2007;0.3
Scophthalmus rhombus;SNS;2008;1.16
Scophthalmus rhombus;SNS;2009;1.269090909
Scophthalmus rhombus;SNS;2010;0.428571429
Scophthalmus rhombus;SNS;2011;0.88372093
Scophthalmus rhombus;SNS;2012;0.630952381
Scophthalmus rhombus;SNS;2013;2.5
Scophthalmus rhombus;SNS;2014;0.673469388
Scophthalmus rhombus;SNS;2015;0.12
Scophthalmus rhombus;SNS;2016;0.367346939
Scophthalmus rhombus;SNS;2017;0.667063492
Scophthalmus rhombus;SNS;2018;1.406976744
Scophthalmus rhombus;SWC-IBTS1;1985;0.02
Scophthalmus rhombus;SWC-IBTS1;1986;0.02631579
Scophthalmus rhombus;SWC-IBTS1;1987;0.095238095
Scophthalmus rhombus;SWC-IBTS1;1988;0
